-16.09,-7.09,55.92
-16.09,-7.18,55.51
-15.91,-7.18,55.82
-15.91,-7.00,55.82
-15.91,-7.09,55.41
-16.18,-7.27,55.92
-15.82,-7.36,55.71
-16.09,-7.27,55.61
-16.09,-7.18,55.92
-16.18,-7.27,55.82
-16.09,-7.09,55.71
-15.91,-7.18,55.82
-16.09,-7.36,55.82
-17.18,-7.91,55.31
-17.27,-11.27,55.10
-16.45,-20.00,54.18
-14.45,-24.91,53.37
-7.55,-32.00,51.53
-3.00,-34.27,51.02
6.00,-35.27,50.20
9.73,-34.73,49.69
11.45,-34.09,49.59
9.09,-35.09,49.49
-0.73,-34.91,50.82
-6.00,-32.91,51.22
-13.91,-25.27,53.16
-16.36,-20.55,54.08
-16.91,-11.00,55.51
-16.18,-7.18,56.02
-13.91,-3.00,56.22
-13.91,-2.64,56.53
-13.91,-3.00,56.33
-13.45,-2.27,57.14
-11.36,0.27,56.94
-10.09,1.09,57.35
-7.73,2.73,57.35
-7.55,3.55,56.84
-6.64,3.82,56.94
-6.73,3.64,57.14
-6.55,3.91,57.04
-6.91,3.91,57.04
-7.45,3.18,57.14
-8.27,3.09,57.04
-9.36,2.18,56.84
-9.36,2.36,56.94
-9.18,2.09,57.04
-9.00,1.82,57.14
-8.91,1.91,57.35
-9.00,2.00,57.14
-8.91,1.91,57.35
-9.09,1.91,57.24
-9.09,1.91,57.04
-8.82,2.09,57.14
-9.09,1.73,57.14
-8.91,1.82,57.24
-9.18,2.09,57.24
-9.18,2.00,57.04
-8.82,2.00,56.84
-9.00,2.00,57.45
-8.91,2.00,56.94
-9.27,1.82,57.14
-9.27,2.27,57.14
-9.00,1.82,57.45
-9.18,1.82,57.14
-9.09,2.00,56.94
-9.18,1.64,57.45
-9.27,2.00,57.24
-9.00,2.09,57.24
-9.00,1.91,56.94
-9.00,2.00,57.14
-8.91,2.00,56.94
-9.00,2.18,57.24
-8.91,2.00,57.14
-9.18,2.00,57.04
-9.00,2.00,57.04
-8.73,2.00,57.04
-8.00,2.82,57.04
-5.18,4.55,56.63
4.73,6.55,56.43
10.91,5.45,55.61
19.64,0.55,53.67
22.55,-3.64,53.16
26.00,-12.64,51.33
25.82,-17.55,50.92
22.36,-26.00,49.80
19.73,-29.09,49.59
16.91,-31.64,49.80
18.55,-30.55,49.49
24.55,-21.91,50.51
25.55,-16.36,50.82
22.82,-4.36,52.65
19.27,0.91,53.47
8.64,6.18,55.71
2.36,6.82,56.53
-7.64,3.18,56.94
-8.91,2.27,56.73
-11.82,-0.36,56.73
-14.45,-3.64,56.33
-16.91,-11.36,55.71
-17.27,-16.18,54.90
-13.91,-25.82,53.27
-10.36,-29.82,52.45
-1.55,-34.82,50.41
3.91,-35.64,50.31
14.18,-33.45,49.08
18.18,-30.27,49.49
23.64,-23.45,49.59
24.82,-20.27,50.00
25.64,-13.09,51.02
25.36,-9.64,51.02
22.36,-2.73,52.35
21.73,-2.09,52.86
23.64,-5.18,51.94
25.55,-9.73,51.12
24.18,-21.55,50.00
16.45,-31.91,49.69
9.64,-34.64,49.69
-4.27,-33.64,50.82
-11.36,-29.27,52.24
-17.55,-15.18,54.90
-16.45,-9.09,55.61
-11.82,0.00,56.73
-9.27,3.36,56.22
-2.09,5.82,56.63
0.64,6.73,56.12
6.73,6.82,55.51
10.45,6.00,54.90
18.18,1.64,53.27
21.82,-1.91,52.55
24.00,-5.82,52.04
23.00,-3.82,52.65
16.36,3.55,53.88
12.00,5.45,55.10
4.00,6.82,55.82
0.27,6.18,56.33
-6.00,4.27,56.73
-8.45,2.27,56.84
-11.91,-0.82,56.53
-13.18,-2.64,56.84
-16.45,-10.00,55.92
-17.00,-12.91,55.92
-16.55,-18.09,55.00
-16.27,-19.82,54.80
-16.36,-19.73,54.80
-16.91,-18.00,54.90
-17.55,-11.82,55.51
-18.73,-7.64,55.31
-15.82,2.27,54.80
-16.73,10.45,51.94
-17.36,23.27,42.24
-16.27,25.09,41.02
-14.73,29.36,37.35
-14.64,30.91,34.59
-15.64,35.18,27.45
-12.36,36.73,25.61
-8.00,37.00,27.24
-6.36,37.82,25.71
-5.09,37.91,26.02
-5.09,39.09,23.37
-6.73,41.73,11.53
-7.82,42.45,-0.61
-9.55,30.27,-35.61
-10.45,19.00,-46.12
-16.64,10.00,-48.37
-17.09,6.73,-49.80
-17.09,-4.27,-52.14
-18.18,-8.27,-51.94
-23.00,-11.45,-48.98
-23.09,-16.00,-48.06
-22.18,-23.45,-46.33
-19.09,-18.64,-49.80
-18.18,-15.36,-51.02
-20.09,-15.36,-50.20
-20.91,-15.36,-49.39
-20.73,-12.45,-50.10
-20.00,-12.18,-50.51
-20.00,-22.00,-48.37
-20.45,-27.91,-45.20
-13.27,-33.36,-46.12
-13.45,-38.82,-42.14
-11.18,-46.55,-34.80
-13.09,-46.64,-33.88
-9.73,-55.27,-19.39
-9.64,-58.55,-2.65
-3.27,-54.55,26.73
-0.45,-46.18,40.31
2.82,-26.45,55.10
3.55,-17.45,57.45
2.82,3.00,57.14
2.64,12.27,53.57
1.00,20.18,48.88
0.45,22.00,47.35
-3.00,29.73,39.80
-4.91,33.45,34.49
-11.73,36.64,26.73
-13.18,37.09,24.39
-12.45,37.91,22.55
-13.18,37.91,21.43
-13.55,41.45,0.61
-13.91,38.73,-16.33
-12.55,25.91,-39.39
-14.09,16.18,-46.63
-14.82,-3.73,-53.06
-14.91,-10.00,-53.16
-29.09,-22.73,-41.43
-32.00,-24.09,-37.45
-32.91,-30.00,-32.86
-30.64,-33.27,-33.16
-29.18,-36.45,-31.53
-28.82,-39.73,-28.57
-29.91,-46.36,-14.08
-32.91,-46.18,-1.22
-28.55,-40.18,32.04
-23.91,-32.27,43.88
-14.18,-17.73,55.10
-11.64,-10.91,56.63
0.18,2.00,57.14
6.45,8.00,54.80
8.55,15.91,50.41
9.55,17.27,49.59
10.27,19.45,47.55
9.82,28.27,39.90
5.45,32.45,35.31
-2.91,36.55,29.59
-8.00,35.27,30.51
-12.91,36.09,26.63
-11.64,37.09,25.20
-10.00,38.18,22.96
-12.55,41.09,6.12
-16.09,28.91,-34.49
-13.91,21.64,-42.76
-17.45,8.27,-48.88
-18.00,7.36,-49.18
-18.45,-0.18,-50.82
-21.82,-8.27,-49.59
-23.82,-26.00,-43.78
-23.55,-32.36,-40.71
-22.00,-39.09,-36.12
-23.73,-43.73,-28.88
-20.27,-47.36,-26.22
-22.91,-47.36,-23.88
-27.09,-50.55,-2.04
-25.27,-49.64,17.96
-15.45,-39.45,42.65
-10.45,-29.82,51.63
-1.91,-12.64,58.06
2.27,-6.18,57.96
6.82,8.18,54.59
7.36,15.82,51.02
9.27,20.09,47.35
6.82,24.82,43.98
3.36,27.18,42.14
1.09,28.36,41.02
-1.82,32.00,36.22
-2.55,34.55,32.24
-2.73,37.36,26.22
-2.18,41.36,15.00
-9.91,40.73,-10.71
-14.55,38.27,-15.92
-16.64,36.64,-18.98
-17.55,38.91,-9.80
-21.55,36.18,16.12
-26.55,27.45,29.90
-25.27,18.00,41.63
-25.27,16.64,42.55
-21.82,18.91,43.27
-15.27,20.55,45.61
23.36,14.64,45.10
39.73,6.82,34.59
53.91,-2.27,-1.84
50.27,-4.00,-22.65
29.82,-0.18,-48.57
15.09,4.27,-53.88
-9.00,12.27,-50.00
-17.64,19.00,-42.35
-12.09,16.73,-46.84
28.18,4.73,-48.06
47.91,-0.36,-26.43
44.91,-4.64,30.82
30.36,-5.45,47.35
-3.73,-3.45,57.65
-18.09,-2.45,54.18
-29.64,-1.36,47.14
-37.45,5.82,37.35
-43.73,8.55,23.78
-47.45,5.36,14.80
-49.18,1.45,-0.71
-48.36,0.45,-9.39
-40.73,-0.36,-28.57
-36.45,5.00,-34.08
-16.55,14.27,-45.82
0.82,16.36,-50.20
24.36,12.09,-46.94
33.18,11.36,-41.22
42.64,9.09,-32.24
45.45,6.73,-29.39
50.55,4.73,-18.37
52.09,6.18,-8.37
43.27,10.18,28.16
33.27,11.82,40.00
-11.27,26.73,40.61
-8.00,24.91,43.78
-17.91,31.00,31.63
-11.36,30.36,36.33
9.91,29.64,37.86
24.00,24.73,36.63
47.18,14.82,12.35
49.36,13.09,-9.90
36.64,11.82,-38.06
27.27,11.36,-46.12
11.64,16.82,-48.57
-0.55,23.36,-44.18
-22.91,26.82,-29.49
-31.18,27.82,-17.24
-32.82,28.18,16.33
-27.91,25.64,30.31
-9.91,23.00,44.90
-2.09,19.64,48.57
6.27,16.91,50.31
6.45,14.36,51.94
3.73,9.55,54.29
-0.82,6.45,55.71
-13.45,-0.82,55.51
-15.64,-1.27,54.90
-15.45,0.64,54.90
-11.00,6.73,54.08
-0.18,15.45,51.53
4.27,23.09,45.82
6.36,26.00,42.45
7.64,28.36,39.69
8.09,32.09,34.49
7.45,41.82,7.14
4.45,41.82,-11.12
-4.73,28.00,-38.98
-9.55,19.82,-45.20
-16.91,-5.45,-51.53
-21.36,-20.00,-47.65
-31.82,-36.55,-26.94
-34.00,-39.27,-19.69
-34.45,-36.00,-24.18
-31.82,-27.73,-35.51
-12.36,3.82,-52.35
-1.09,23.27,-44.80
8.18,42.73,-2.86
8.27,40.45,16.43
-4.91,29.82,39.29
-9.00,16.36,49.69
-24.91,-6.82,50.92
-29.45,-18.91,46.12
-36.00,-34.64,27.86
-39.64,-37.91,10.61
-37.64,-27.45,-27.65
-31.73,-15.91,-40.41
-16.55,4.36,-50.10
-11.45,14.09,-48.06
-8.27,31.36,-33.67
-8.55,35.82,-25.51
-8.36,37.09,-23.06
-8.73,35.45,-26.02
-20.82,20.36,-39.08
-28.27,9.73,-40.10
-45.09,-9.00,-20.92
-49.00,-13.55,-5.10
-46.55,-12.00,22.86
-41.00,-6.27,34.80
-22.91,13.00,46.43
-16.45,18.82,46.02
-5.55,24.00,44.59
-2.55,26.18,42.65
-2.64,27.27,41.73
-2.27,28.27,40.51
0.91,30.73,37.55
1.55,36.27,28.67
-4.09,40.00,-17.24
-9.09,31.55,-32.86
-13.73,8.91,-49.80
-6.82,-6.91,-55.71
-10.91,-31.09,-48.47
-9.73,-39.91,-42.45
-11.73,-52.27,-24.80
-13.45,-56.00,-12.04
-13.09,-55.45,18.37
-11.73,-41.36,43.27
-9.55,-36.55,47.76
-17.18,-42.18,38.78
-17.45,-47.91,31.12
-17.55,-55.55,8.78
-19.91,-54.27,-6.43
-28.18,-27.55,-39.18
-27.36,-9.82,-45.00
-23.18,21.55,-36.02
-20.36,33.45,-20.71
-22.18,34.73,18.98
-15.82,30.91,32.65
-14.64,17.64,47.35
-11.55,14.36,50.61
-9.00,1.91,55.71
-8.91,-3.27,56.84
-13.27,-11.09,55.92
-16.27,-13.64,54.90
-18.55,-13.55,53.67
-19.45,-12.27,53.27
-17.82,-10.73,54.49
-16.18,-9.91,55.10
-16.45,-10.18,54.69
-17.55,-9.45,54.69
-19.27,-7.00,53.88
-18.64,-4.73,54.18
-18.18,-3.73,54.08
-18.18,-4.00,53.98
-17.09,-2.82,54.49
-16.64,-2.36,54.29
-16.27,-1.18,54.69
-16.09,-0.36,54.49
-16.45,-1.36,54.39
