-12.36,-25.73,54.08
-12.27,-25.45,54.18
-12.45,-25.64,54.08
-12.18,-25.36,53.88
-12.00,-26.00,53.78
-8.00,-30.55,53.06
-4.64,-32.45,52.24
3.73,-35.18,51.02
8.73,-35.09,50.41
18.09,-30.64,49.90
21.73,-27.00,50.00
26.00,-18.09,50.82
26.18,-13.82,51.02
26.36,-12.91,50.92
26.18,-16.09,50.61
21.64,-27.00,50.00
16.55,-31.73,50.10
2.00,-34.73,51.02
-4.82,-33.00,51.73
-12.91,-25.09,53.78
-15.36,-19.82,54.80
-15.18,-8.27,56.02
-13.18,-3.09,56.63
-5.09,4.45,56.63
0.73,6.55,56.43
11.18,6.18,55.51
14.91,4.82,54.90
18.09,2.45,54.29
21.36,-0.91,53.57
26.27,-12.64,51.73
23.82,-24.00,50.82
20.73,-28.27,50.00
11.64,-33.91,50.41
7.00,-34.73,50.82
-2.55,-32.82,52.24
-5.91,-31.18,53.06
-8.36,-29.64,53.27
-7.64,-30.27,53.37
-0.55,-34.09,51.73
4.91,-34.73,51.22
19.00,-30.09,50.00
22.73,-24.82,50.82
26.36,-11.27,51.94
24.00,-4.55,52.65
14.91,4.00,54.90
9.18,7.09,55.51
-4.27,4.82,56.94
-7.36,3.27,57.24
-13.18,-2.45,56.73
-14.82,-6.00,56.73
-15.82,-16.45,55.61
-14.09,-23.36,54.59
-4.18,-32.82,51.94
2.09,-34.91,51.02
15.09,-32.36,50.41
20.45,-28.64,50.31
25.64,-19.55,50.82
26.18,-14.91,51.53
25.27,-8.64,52.35
25.18,-8.55,52.35
25.82,-15.55,51.63
24.55,-21.18,50.82
16.91,-31.18,50.51
10.64,-34.36,50.41
-3.09,-33.45,51.84
-9.36,-29.82,52.76
-15.73,-19.82,54.69
-16.27,-16.82,55.20
-16.00,-4.82,55.71
-15.73,3.00,54.80
-16.18,13.36,50.61
-12.55,20.91,46.63
-4.27,36.36,28.88
-1.00,40.73,18.37
2.91,42.64,7.55
5.36,42.82,0.51
-0.36,38.45,-23.47
-0.91,35.27,-29.90
-7.36,28.82,-37.65
-9.82,23.55,-42.14
-13.45,12.00,-48.67
-13.64,7.00,-51.02
1.00,-16.36,-56.22
8.27,-21.73,-55.00
21.82,-7.27,-53.88
32.27,1.27,-46.53
33.27,-2.45,-46.43
24.45,-16.64,-51.63
15.82,-22.91,-53.47
-3.82,-20.09,-54.90
-9.18,-12.00,-54.69
-10.18,-3.00,-54.49
-8.00,-4.82,-55.20
-11.00,-3.64,-54.18
-12.91,3.09,-52.55
-23.91,11.91,-42.55
-25.09,20.64,-35.10
-2.18,27.27,-40.20
8.45,24.45,-43.47
17.82,10.45,-50.71
18.09,7.18,-51.84
18.55,4.82,-52.65
21.27,-1.18,-53.16
29.73,-8.18,-49.90
19.91,-13.45,-53.98
8.45,-28.55,-52.45
-5.09,-34.18,-48.27
-18.82,-25.55,-47.55
-13.36,-20.55,-52.04
-8.64,-20.36,-53.67
-10.09,-22.18,-52.86
-15.73,-20.45,-51.43
-17.27,-21.82,-50.00
-14.82,-25.36,-49.80
-2.09,-25.00,-53.78
15.45,-18.73,-54.69
24.27,-12.00,-52.14
17.36,2.09,-53.78
11.36,7.18,-53.57
11.09,8.09,-53.47
8.45,13.00,-51.43
3.36,16.91,-49.39
0.91,16.64,-49.29
-4.64,14.36,-50.10
-7.82,10.09,-51.53
-16.36,6.00,-50.10
-14.55,3.36,-51.43
-17.91,2.82,-49.80
-20.82,4.27,-48.06
-17.73,-0.18,-51.22
-13.73,-8.82,-53.37
-9.73,-24.36,-52.35
-7.09,-29.55,-50.82
0.45,-36.00,-48.37
5.64,-37.09,-47.45
5.09,-26.27,-53.47
-1.45,-17.27,-55.82
-12.00,-4.45,-54.18
-13.00,5.27,-53.16
-14.27,10.55,-49.08
-15.27,16.55,-45.10
-15.00,25.09,-38.06
-16.55,37.00,-16.84
-9.82,40.09,-13.47
2.09,33.36,-32.96
4.18,28.18,-39.69
11.82,16.91,-48.37
17.00,14.45,-48.57
11.91,13.36,-50.51
13.27,12.91,-50.92
-3.00,7.36,-53.37
-14.82,11.45,-48.37
-32.45,22.18,-24.69
-30.55,29.36,-14.59
-17.27,39.09,-5.92
-12.55,41.09,3.16
-8.36,34.55,30.41
-7.82,27.36,40.71
-5.09,11.73,52.76
-2.82,6.73,55.41
-5.55,-3.09,57.14
-7.18,-7.00,56.94
-12.00,-11.64,55.92
-13.91,-13.18,55.31
-17.36,-14.45,54.08
-17.73,-14.82,53.98
-17.55,-13.00,54.08
-20.45,-4.64,53.06
-20.36,16.73,45.10
-18.64,24.55,39.18
-18.64,38.36,7.04
-15.36,39.64,-7.04
-12.45,36.00,-22.04
-13.91,35.36,-23.67
-10.82,35.64,-25.10
-11.36,32.45,-30.20
-14.45,4.00,-51.02
-13.55,-5.82,-52.96
-14.09,-27.18,-49.18
-17.09,-35.00,-42.76
-16.09,-22.64,-50.41
-14.27,-4.27,-52.86
-7.45,31.73,-32.96
-6.45,39.82,-16.73
-4.91,39.09,21.22
-8.73,33.73,31.63
-16.82,18.00,45.92
-24.36,3.27,49.59
-23.91,-24.91,47.76
-20.27,-37.09,42.35
-20.36,-52.82,17.04
-22.82,-53.36,4.69
-22.91,-51.82,-12.14
-19.64,-50.45,-20.51
-17.00,-50.73,-22.86
-17.36,-48.91,-26.53
-17.36,-46.55,-30.71
-12.64,-24.82,-50.61
-21.73,-12.55,-48.88
-27.00,19.91,-34.39
-25.36,31.91,-17.96
-21.09,37.27,10.92
-21.18,33.36,23.98
-20.00,19.27,43.78
-16.00,14.45,49.29
-22.09,-10.27,52.45
-22.91,-24.45,48.88
-28.00,-41.91,30.41
-30.64,-42.73,25.41
-30.45,-31.55,38.98
-29.45,-16.55,46.63
-12.64,19.82,46.63
-1.91,31.73,36.73
5.36,40.00,19.90
4.18,42.91,2.65
-11.91,24.91,-40.41
-13.73,10.27,-49.29
-15.82,-20.91,-50.92
-16.64,-35.09,-43.16
-11.55,-48.64,-31.53
-9.18,-51.45,-28.06
-8.09,-54.55,-21.63
-8.73,-54.91,-21.02
-7.91,-54.91,-21.22
-9.82,-57.64,-10.61
-9.18,-56.00,19.69
-14.00,-46.00,36.22
-14.55,-11.73,55.92
-11.27,1.09,55.92
-15.55,2.36,54.18
-20.73,-1.00,52.55
-30.64,-6.64,46.73
-34.64,-8.91,42.86
-44.91,-10.55,27.65
-49.82,-3.82,6.73
-43.64,-4.91,-24.29
-42.45,-9.64,-27.86
-28.64,-11.09,-44.80
-19.73,-12.36,-50.31
15.27,-9.09,-55.41
24.73,-9.45,-52.04
41.45,-12.36,-38.06
45.09,-13.91,-33.06
49.82,-4.91,-23.78
50.55,-2.82,-20.71
53.45,-3.82,-4.18
51.27,-0.45,13.37
47.73,-2.09,25.31
35.27,-10.09,43.47
20.00,-13.64,53.27
4.82,-10.82,57.96
-20.64,-8.36,53.47
-32.00,-9.55,45.20
-42.64,-11.64,31.43
-45.45,-14.55,24.39
-49.18,-10.45,12.76
-49.82,-8.64,5.31
-41.73,4.55,29.69
-34.91,4.82,40.00
-3.27,-7.09,57.65
15.18,-18.18,54.69
42.18,-32.73,23.57
48.45,-32.45,1.33
48.91,-17.36,-24.39
45.09,-14.00,-33.47
36.64,-9.00,-43.67
33.91,-8.36,-45.82
18.09,-5.64,-54.29
10.91,-4.09,-56.02
-18.55,-3.00,-50.51
-31.00,-1.45,-41.53
-45.64,-10.55,-20.10
-48.82,-14.00,-7.45
-43.45,-16.82,28.67
-38.00,-18.09,37.45
-30.55,-21.09,44.59
-23.73,-21.91,49.18
-3.82,-26.09,54.49
8.36,-27.27,53.16
29.36,-31.64,41.33
49.91,-26.36,8.88
51.09,-24.91,4.29
51.18,-25.09,3.98
50.91,-24.55,8.06
49.00,-22.91,17.24
47.45,-22.91,21.94
42.64,-23.55,30.61
26.91,-20.73,48.16
21.18,-19.73,51.43
16.18,-18.55,54.08
16.27,-19.00,54.18
14.27,-19.18,54.69
10.36,-18.55,55.92
-4.27,-18.27,57.04
-6.55,-17.00,56.73
-11.82,-17.00,56.02
-13.82,-20.09,54.39
-12.73,-22.45,54.08
-9.09,-26.91,53.37
-8.09,-28.18,52.96
-12.27,-31.45,50.20
-14.73,-32.82,48.57
-18.91,-30.27,47.86
-18.91,-23.45,51.43
-11.91,7.27,53.27
-8.73,23.45,44.49
-4.09,40.55,16.43
-5.73,41.55,10.61
-16.09,37.18,18.16
-22.82,31.82,25.51
-25.36,14.27,43.88
-19.36,3.00,52.45
-8.82,-16.91,56.73
-10.18,-21.09,54.90
-10.09,-21.36,55.00
-15.27,-16.82,54.80
-31.82,-11.27,45.41
-33.73,-6.45,43.78
-40.73,4.55,31.84
-44.36,12.91,15.41
-40.45,6.09,-27.04
-32.00,0.36,-40.10
-18.36,-6.27,-51.12
-10.00,-10.73,-54.90
4.55,-25.64,-53.67
6.73,-29.64,-51.94
14.00,-31.36,-49.69
21.18,-38.09,-42.24
27.45,-52.73,-12.65
27.09,-54.00,1.33
22.55,-50.27,25.82
15.82,-41.82,41.12
-2.09,-7.36,57.76
-11.00,3.91,55.10
-31.27,15.36,37.76
-34.45,18.73,29.80
-36.91,19.09,26.22
-32.73,18.82,32.55
-15.36,3.00,54.18
-10.91,-10.18,56.73
-1.64,-39.36,46.63
5.91,-49.55,35.20
15.18,-58.64,0.71
16.18,-56.55,-13.78
16.00,-47.45,-34.29
16.09,-43.09,-39.80
13.91,-34.27,-47.96
8.91,-26.00,-53.06
-23.91,4.00,-46.12
-35.64,7.55,-46.84
-47.64,5.64,-6.63
-41.27,9.73,27.55
-38.27,1.91,36.84
-26.09,-6.55,49.90
-23.82,-12.73,51.22
-15.18,-22.45,52.86
-16.73,-24.18,51.94
-11.27,-24.55,53.47
-9.82,-24.27,53.67
-11.36,-26.82,52.55
-11.91,-29.45,51.02
-16.00,-31.36,48.27
-18.55,-32.09,46.94
-24.18,-33.00,42.45
-25.09,-34.27,41.12
-25.18,-40.45,35.10
-27.82,-41.82,30.00
-35.73,-39.82,19.39
-39.91,-36.64,14.49
-41.36,-36.45,-0.10
-39.45,-37.55,-8.57
-29.64,-32.36,-35.10
-19.09,-20.82,-48.98
0.91,9.00,-53.06
8.64,14.36,-50.41
23.73,21.55,-39.80
29.55,22.27,-35.20
33.73,22.73,-29.29
37.18,22.82,-23.16
40.09,25.73,-6.12
40.91,24.27,8.78
37.55,15.73,31.12
37.55,9.55,35.82
25.36,5.91,47.96
17.09,2.82,53.37
-19.00,-14.73,53.67
-30.18,-20.00,45.20
-36.91,-25.18,35.31
-36.73,-26.55,34.90
-21.82,-19.55,51.22
-1.73,-8.91,58.16
40.00,7.91,33.37
46.18,15.82,11.02
39.55,22.45,-19.49
35.36,22.18,-27.65
28.82,19.36,-38.67
24.82,17.91,-42.76
22.64,19.09,-43.16
19.55,18.91,-44.59
22.36,21.45,-40.71
21.55,20.73,-41.84
14.09,15.82,-48.78
10.73,10.91,-52.14
7.09,10.73,-52.65
1.27,11.27,-52.14
-4.00,12.27,-51.02
-16.18,13.36,-46.43
-25.55,11.91,-41.53
-42.45,8.64,-20.31
-47.00,7.09,-4.80
-45.00,8.73,19.08
-40.55,9.64,28.88
-24.09,12.00,46.12
-19.00,10.91,49.29
-17.73,3.36,52.65
-14.73,-2.00,55.20
-7.00,-12.64,57.14
-5.45,-14.18,57.35
-5.55,-18.82,56.43
-2.73,-17.00,56.84
5.64,-9.36,57.55
8.55,-12.18,57.04
6.09,-18.55,56.43
4.00,-19.18,56.53
0.45,-18.55,56.63
-1.36,-18.91,56.43
-4.64,-21.55,55.82
-5.55,-23.55,55.20
-5.73,-26.00,54.29
-5.18,-23.91,55.10
-2.55,-16.45,57.04
-6.09,-13.36,57.24
-22.18,-11.73,52.24
-30.64,-11.45,46.33
-39.09,-2.09,37.04
-40.45,5.27,32.35
-31.36,21.91,31.33
-23.64,25.64,34.90
-0.36,30.45,37.76
10.45,29.27,37.96
12.73,10.55,51.94
12.00,-3.45,55.92
5.82,-25.55,54.29
-0.55,-32.00,52.04
-15.27,-26.82,51.22
-21.64,-23.73,49.90
-23.73,-17.91,50.61
-24.91,-13.00,50.61
-15.00,-2.91,54.80
-3.55,1.45,56.73
2.09,12.27,52.86
1.27,12.91,52.55
0.82,5.27,55.61
4.82,0.18,56.73
15.36,-6.45,55.31
19.91,-8.27,53.57
29.45,-13.36,48.16
33.73,-13.64,44.59
43.27,-11.55,33.47
46.27,-12.00,28.16
47.82,-11.09,25.82
48.91,-6.73,23.27
48.73,-5.09,23.06
49.64,0.18,19.29
50.45,1.36,15.20
51.64,4.36,6.53
49.91,10.09,6.02
47.64,14.91,5.51
47.36,15.36,4.90
44.82,19.00,8.88
43.09,20.73,10.71
43.09,20.73,10.82
41.45,22.55,12.24
38.45,25.82,11.12
35.09,29.09,11.84
23.82,33.91,20.71
21.00,32.73,25.61
17.55,24.55,39.90
14.91,23.64,42.24
11.73,17.64,48.27
12.55,9.36,52.14
12.64,-2.09,55.41
13.09,-11.73,55.71
8.18,-29.91,52.04
6.91,-35.55,48.78
8.36,-40.73,44.59
9.82,-41.09,44.08
11.36,-39.64,44.90
11.82,-45.45,38.37
16.36,-51.73,27.24
19.27,-51.82,25.20
19.82,-51.73,23.98
20.64,-52.64,22.96
21.82,-55.82,7.45
21.91,-56.55,1.22
22.09,-54.55,-15.51
21.73,-53.91,-17.35
22.73,-47.18,-30.82
24.55,-39.55,-39.29
28.09,-24.00,-47.65
28.36,-17.09,-49.39
35.09,-5.82,-45.20
38.00,1.27,-41.33
38.09,12.73,-35.10
37.55,16.64,-32.14
38.91,21.27,-23.47
40.00,22.45,-19.49
36.18,28.36,-14.59
35.36,29.55,-10.61
33.73,31.82,-0.92
32.18,32.45,7.24
